.
├── backend
│   ├── bin_store.json
│   ├── collection_importer.py
│   ├── collection.json
│   ├── image_cache.py
│   ├── main.py
│   ├── __pycache__
│   │   ├── collection_importer.cpython-311.pyc
│   │   └── image_cache.cpython-311.pyc
│   ├── requirements.txt
│   ├── static
│   │   ├── assets
│   │   │   │       ├── ML.js
│   │   │   │       ├── MM.js
│   │   │   │       ├── MN.js
│   │   │   │       ├── MO.js
│   │   │   │       ├── MP.js
│   │   │   │       ├── MQ.js
│   │   │   │       ├── MR.js
│   │   │   │       ├── MS.js
│   │   │   │       ├── MT.js
│   │   │   │       ├── MU.js
│   │   │   │       ├── MV.js
│   │   │   │       ├── MW.js
│   │   │   │       ├── MX.js
│   │   │   │       ├── MY.js
│   │   │   │       ├── MZ.js
│   │   │   │       ├── NA.js
│   │   │   │       ├── NC.js
│   │   │   │       ├── NE.js
│   │   │   │       ├── NF.js
│   │   │   │       ├── NG.js
│   │   │   │       ├── NI.js
│   │   │   │       ├── NL.js
│   │   │   │       ├── NO.js
│   │   │   │       ├── NP.js
│   │   │   │       ├── NR.js
│   │   │   │       ├── NU.js
│   │   │   │       ├── NZ.js
│   │   │   │       ├── OM.js
│   │   │   │       ├── PA.js
│   │   │   │       ├── PE.js
│   │   │   │       ├── PF.js
│   │   │   │       ├── PG.js
│   │   │   │       ├── PH.js
│   │   │   │       ├── PK.js
│   │   │   │       ├── PL.js
